trace_number,start_log_moves,start_model_moves,A-Create-Application_log_moves,A-Create-Application_model_moves,A-Submitted_log_moves,A-Submitted_model_moves,W-Handle-leads-schedule_log_moves,W-Handle-leads-schedule_model_moves,W-Handle-leads-start_log_moves,W-Handle-leads-start_model_moves,W-Handle-leads-suspend_log_moves,W-Handle-leads-suspend_model_moves,W-Handle-leads-resume_log_moves,W-Handle-leads-resume_model_moves,None_log_moves,None_model_moves,W-Handle-leads-complete_log_moves,W-Handle-leads-complete_model_moves,W-Complete-application-schedule_log_moves,W-Complete-application-schedule_model_moves,A-Concept_log_moves,A-Concept_model_moves,W-Complete-application-start_log_moves,W-Complete-application-start_model_moves,W-Shortened-completion-schedule_log_moves,W-Shortened-completion-schedule_model_moves,W-Shortened-completion-start_log_moves,W-Shortened-completion-start_model_moves,W-Shortened-completion-suspend_log_moves,W-Shortened-completion-suspend_model_moves,A-Accepted_log_moves,A-Accepted_model_moves,W-Complete-application-suspend_log_moves,W-Complete-application-suspend_model_moves,W-Complete-application-resume_log_moves,W-Complete-application-resume_model_moves,O-Cancelled_log_moves,O-Cancelled_model_moves,O-Create-Offer_log_moves,O-Create-Offer_model_moves,O-Sent-mail-and-online_log_moves,O-Sent-mail-and-online_model_moves,O-Created_log_moves,O-Created_model_moves,W-Complete-application-complete_log_moves,W-Complete-application-complete_model_moves,W-Call-after-offers-schedule_log_moves,W-Call-after-offers-schedule_model_moves,W-Call-after-offers-start_log_moves,W-Call-after-offers-start_model_moves,A-Complete_log_moves,A-Complete_model_moves,W-Call-after-offers-resume_log_moves,W-Call-after-offers-resume_model_moves,W-Call-after-offers-ate-abort_log_moves,W-Call-after-offers-ate-abort_model_moves,W-Call-after-offers-suspend_log_moves,W-Call-after-offers-suspend_model_moves,O-Returned_log_moves,O-Returned_model_moves,W-Validate-application-start_log_moves,W-Validate-application-start_model_moves,A-Validating_log_moves,A-Validating_model_moves,W-Validate-application-suspend_log_moves,W-Validate-application-suspend_model_moves,W-Validate-application-resume_log_moves,W-Validate-application-resume_model_moves,W-Validate-application-ate-abort_log_moves,W-Validate-application-ate-abort_model_moves,W-Call-incomplete-files-schedule_log_moves,W-Call-incomplete-files-schedule_model_moves,W-Call-incomplete-files-start_log_moves,W-Call-incomplete-files-start_model_moves,A-Incomplete_log_moves,A-Incomplete_model_moves,W-Call-incomplete-files-suspend_log_moves,W-Call-incomplete-files-suspend_model_moves,W-Call-incomplete-files-ate-abort_log_moves,W-Call-incomplete-files-ate-abort_model_moves,A-Denied_log_moves,A-Denied_model_moves,O-Refused_log_moves,O-Refused_model_moves,W-Validate-application-complete_log_moves,W-Validate-application-complete_model_moves,W-Validate-application-schedule_log_moves,W-Validate-application-schedule_model_moves,end_log_moves,end_model_moves,W-Call-after-offers-complete_log_moves,W-Call-after-offers-complete_model_moves,W-Handle-leads-withdraw_log_moves,W-Handle-leads-withdraw_model_moves,W-Assess-potential-fraud-schedule_log_moves,W-Assess-potential-fraud-schedule_model_moves,W-Assess-potential-fraud-start_log_moves,W-Assess-potential-fraud-start_model_moves,W-Assess-potential-fraud-suspend_log_moves,W-Assess-potential-fraud-suspend_model_moves,W-Assess-potential-fraud-resume_log_moves,W-Assess-potential-fraud-resume_model_moves,W-Handle-leads-ate-abort_log_moves,W-Handle-leads-ate-abort_model_moves,W-Complete-application-ate-abort_log_moves,W-Complete-application-ate-abort_model_moves,W-Call-after-offers-withdraw_log_moves,W-Call-after-offers-withdraw_model_moves,W-Call-incomplete-files-resume_log_moves,W-Call-incomplete-files-resume_model_moves,case:throughput_time
37,0,0,0,0,,,,,,,,,,,0,39,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,2,0,3 days 05:18:00.244627760
370,0,0,0,0,,,,,,,,,,,0,35,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,3 days 01:27:04.843483913
371,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0 days 10:15:19
372,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,0 days 03:55:24.634940766
373,0,0,0,0,,,,,,,,,,,0,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,2 days 05:59:53
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0 days 11:24:43
375,0,0,0,0,,,,,,,,,,,0,19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,2 days 02:24:43
376,0,0,0,0,0,0,0,0,,,,,,,0,18,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,0,0,0,0,1,0,1 days 11:00:56.897516062
377,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0 days 10:42:10
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,,,,,1 days 15:05:05
379,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 08:39:00
38,0,0,0,0,,,,,,,,,,,0,12,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,1 days 03:40:01
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,1 days 13:52:14
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,1 days 11:39:45
382,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,1,0,,,,,,,,,0 days 10:29:13.818555946
383,0,0,0,0,,,,,,,,,,,0,37,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,2 days 11:06:19.415673757
384,0,0,0,0,,,,,,,,,,,0,20,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1 days 05:56:40
385,0,0,0,0,0,0,0,0,,,,,,,0,21,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,0,0,,,1 days 13:28:44
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,0 days 19:46:33
387,0,0,0,0,,,,,,,,,,,0,15,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 03:06:41
388,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,3,0,,,,,,,,,0 days 13:43:51.348644857
389,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,1,0,,,,,,,,,0 days 13:14:55.870272209
39,0,0,0,0,,,,,,,,,,,0,31,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,,,,,3 days 19:57:15.222333388
390,0,0,0,0,0,0,0,0,,,,,,,0,15,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1 days 09:31:56
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,2,0,0,0,,,,,,,1 days 02:40:41.051503905
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 17:32:55
393,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,0,0,0,1,,,,,,,,,,,0 days 03:24:22
394,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,0 days 04:22:19.049518588
395,0,0,0,0,,,,,,,,,,,0,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,1 days 03:49:45
396,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0 days 04:40:00
397,0,0,0,0,0,0,0,0,,,,,,,0,14,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,0,0,,,,,1 days 02:57:52
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3 days 21:39:14.675873299
399,0,0,0,0,,,,,,,,,,,0,21,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,1 days 04:59:24
4,0,0,0,0,0,0,0,0,,,,,,,0,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1 days 09:48:19
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 21:53:44
400,0,0,0,0,0,0,0,0,,,,,,,0,25,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,0,0,,,2,0,2 days 12:31:51.666708786
401,0,0,0,0,,,,,,,,,,,0,18,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,0,,,,,1 days 09:32:56.746016006
402,0,0,0,0,,,,,,,,,,,0,29,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,2 days 05:24:26
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,0,0,,,,,,,1 days 09:34:11
404,0,0,0,0,,,,,,,,,,,0,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,1 days 07:48:34
405,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 06:04:02.545435700
406,0,0,0,0,,,,,,,,,,,0,33,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,2 days 22:53:23
407,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 06:44:31.099315989
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,0,0,,,0,0,,,1 days 21:45:43.909316004
409,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0 days 10:18:26
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,,,0,0,,,,,,,0 days 10:42:49.641847845
410,0,0,0,0,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 07:33:45
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1 days 07:53:39
412,0,0,0,0,,,,,,,,,,,0,20,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 10:15:17
413,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0 days 11:19:39
414,0,0,0,0,0,0,0,0,,,,,,,0,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,0,0,0,0,,,1 days 04:29:35
415,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 08:09:53.821017265
416,0,0,0,0,0,0,0,0,,,,,,,0,20,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,0,0,,,2 days 04:57:07.326801550
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,,,,,11,0,6 days 16:09:19.621987239
418,0,0,0,0,0,0,0,0,,,,,,,0,15,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,0,0,,,,,1 days 10:34:35
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,1,0,,,,,,,,,0 days 17:17:00.750939571
42,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0 days 06:18:40
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,1 days 04:19:03.125642355
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,2,0,3 days 00:23:21.721916994
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,6,0,4 days 06:02:59.806637235
423,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,0,0,0,1,,,,,,,,,,,0 days 03:24:34
424,0,0,0,0,,,,,,,,,,,0,20,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 07:39:48
425,0,0,0,0,0,0,0,0,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0 days 12:00:11
426,0,0,0,0,0,0,0,0,,,,,,,0,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,0,0,,,1 days 15:59:58
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,0 days 13:40:26.266680732
428,0,0,0,0,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 10:42:01
429,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0 days 10:13:45
43,0,0,0,0,,,,,,,,,,,0,16,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 07:14:50
430,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 06:13:53.365353678
431,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,1,0,,,,,,,,,0 days 05:11:26.882730033
432,0,0,0,0,,,,,,,,,,,0,20,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1 days 06:24:54
433,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,0 days 04:18:17.583898110
434,0,0,0,0,0,0,0,0,,,,,,,0,22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,1 days 16:54:20.580447996
